"INGREDIENT_ID","INGREDIENT_DATA_CATEGORY","INGREDIENT_NAME","INGREDIENT_CATEGORY","INGREDIENT_DESC","CALORIE","CARB","FAT","PROTEIN"
C1210102,樣品基本資料,醬油西瓜子,堅果及種子類,"熟,去殼,混合均勻打碎(帶殼西瓜子鹽,醬油,椰子油,香料等)",5.09,0.22,0.37,0.29
C1305101,樣品基本資料,亞麻仁籽,堅果及種子類,"生,混合均勻磨碎",5.24,0.28,0.4,0.2
C1320101,樣品基本資料,亞麻仁籽粉,堅果及種子類,"熟,混合均勻",5.57,0.28,0.43,0.21
C1410101,樣品基本資料,咖啡豆(曼特寧),堅果及種子類,"熟,混合打勻(純曼特寧咖啡豆烘焙而成)",4.37,0.65,0.14,0.13
C1505101,樣品基本資料,奇亞子,堅果及種子類,"生,混合均勻打碎",4.83,0.34,0.31,0.21
C1605101,樣品基本資料,白芝麻(生),堅果及種子類,"生,混合均勻打碎",5.98,0.15,0.54,0.22
C1605102,樣品基本資料,黑芝麻(生),堅果及種子類,"生,混合均勻打碎",5.51,0.17,0.48,0.22
C1610101,樣品基本資料,白芝麻(熟),堅果及種子類,"熟(烤),混合均勻打碎",6.26,0.15,0.58,0.2
C1610201,樣品基本資料,黑芝麻(熟),堅果及種子類,"熟(烤),混合均勻打碎",5.99,0.2,0.54,0.17
C1620101,樣品基本資料,黑芝麻粉,堅果及種子類,"熟,數包混合均勻",6.01,0.2,0.55,0.15
C1700101,樣品基本資料,"帶殼花生(生鮮)：土豆,長生果,落花生",堅果及種子類,"生鮮,去殼,含膜,混合均勻打碎",3.31,0.12,0.27,0.15
C1700201,樣品基本資料,"冷凍帶殼花生(熟)：土豆,長生果,落花生",堅果及種子類,"熟,去殼,含膜,混合均勻打碎",3.44,0.13,0.27,0.17
C1705101,樣品基本資料,"生鮮花生仁：土豆,長生果,落花生",堅果及種子類,"生鮮,帶膜,混合均勻打碎",5.06,0.2,0.38,0.28
C1705201,樣品基本資料,"去膜花生仁(生)：土豆,長生果,落花生",堅果及種子類,"生,散裝,混合均勻打碎",5.58,0.19,0.45,0.28
C1705301,樣品基本資料,"帶膜花生仁(生)：土豆,長生果,落花生",堅果及種子類,"生,乾貨,數包混合均勻打碎",5.16,0.28,0.38,0.23
C1710101,樣品基本資料,"紅土帶殼花生(熟)：土豆,長生果,落花生",堅果及種子類,"熟,去殼,含膜,混合均勻打碎",5.55,0.19,0.43,0.31
C1710201,樣品基本資料,"鹽酥帶殼花生(熟)：土豆,長生果,落花生",堅果及種子類,"熟,混合均勻打碎(帶殼花生,鹽等)",5.31,0.28,0.38,0.28
C1720101,樣品基本資料,花生粉,堅果及種子類,"熟,散裝,混合均勻",5.16,0.33,0.33,0.28
C1750101,樣品基本資料,"醃漬花生仁：土豆,長生果,落花生",堅果及種子類,"",2.88,0.02,0.26,0.1
C1750201,樣品基本資料,"糖漬花生仁：土豆,長生果,落花生",堅果及種子類,"熟,去膜,混合均勻打碎(花生仁,糖等)",3.82,0.28,0.23,0.14
C1750301,樣品基本資料,"油炸花生仁：土豆,長生果,落花生",堅果及種子類,"熟,含膜,混合均勻打碎(花生仁,鹽,植物油等)",6.23,0.18,0.48,0.28
C1750401,樣品基本資料,"蛋酥花生仁：土豆,長生果,落花生",堅果及種子類,"熟,含膜,混合均勻打碎(花生仁,蛋,糖,植物油等)",6.06,0.31,0.43,0.21
C1750501,樣品基本資料,"鹽酥花生仁：土豆,長生果,落花生",堅果及種子類,"熟,混合均勻打碎(帶膜生花生,鹽,糖,五香等)",5.57,0.29,0.35,0.28
C1800101,樣品基本資料,"芡實：雞頭米,雞頭",堅果及種子類,"生,混合均勻打碎",3.43,0.75,0.0,0.09
C1910101,樣品基本資料,調味南瓜子(去殼)：白瓜子,堅果及種子類,"熟,混合均勻打碎(南瓜子,糖,鹽,水等)",5.61,0.13,0.47,0.3
C1910201,樣品基本資料,調味南瓜子(帶殼)：白瓜子,堅果及種子類,"熟,去殼(南瓜子,鹽等)",5.64,0.19,0.47,0.25
C2005101,樣品基本資料,"愛玉子：愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",堅果及種子類,"生,天然野生,數包混合均勻打碎",4.07,0.63,0.12,0.12
C2110101,樣品基本資料,原味葵瓜子(去殼),堅果及種子類,"熟,混合均勻打碎",5.86,0.18,0.51,0.22
C2110201,樣品基本資料,甘草葵瓜子(帶殼),堅果及種子類,"熟,去殼(葵瓜子,甘草等)",5.27,0.25,0.39,0.26
C2110202,樣品基本資料,鹽酥葵瓜子(帶殼),堅果及種子類,"熟,混合均勻打碎(帶殼葵瓜子,鹽,糖,香料,鮮奶等)",5.75,0.17,0.49,0.25
C2200101,樣品基本資料,"銀杏果：白果,銀杏核,公孫樹子,鴨腳樹子,靈眼",堅果及種子類,"熟,混合均勻打碎(去芯銀杏果,鹽等)",1.42,0.28,0.01,0.04
C2300101,樣品基本資料,生鮮蓮子,堅果及種子類,"生鮮,混合均勻打碎(蓮子,蓮子心等)",1.41,0.25,0.0,0.09
C2305101,樣品基本資料,生蓮子,堅果及種子類,"生,乾貨,混合均勻打碎",3.34,0.6,0.01,0.21
C2350101,樣品基本資料,糖漬蓮子,堅果及種子類,"熟,混合均勻打碎(蓮子,糖等)",2.3,0.51,0.0,0.05
C2405101,樣品基本資料,"鷹嘴豆：雪蓮子,埃及豆,馬豆,桃爾豆,雞心豆,雞豆,雞屁股豆",堅果及種子類,"生,混合均勻磨碎",3.64,0.61,0.05,0.19
D0100101,樣品基本資料,"山竹：鳳果,都捻子,倒稔子,羅漢果,莽吉柿,果中之后",水果類,"生鮮,去皮及子,混合均勻打碎",0.69,0.18,0.0,0.0
D02001,樣品平均值,"木瓜平均值：番木瓜,番瓜",水果類,"生鮮,去皮及籽,切塊混合均勻打碎",0.38,0.09,0.0,0.0
D0200101,樣品基本資料,"木瓜(2月取樣)：番木瓜,番瓜",水果類,"生鮮,去皮及籽,混合均勻打碎",0.31,0.07,0.0,0.0
D0200102,樣品基本資料,"木瓜(5月取樣)：番木瓜,番瓜",水果類,"生鮮,去皮及籽,混合均勻打碎",0.44,0.11,0.0,0.0
D0200103,樣品基本資料,"木瓜(8月取樣)：番木瓜,番瓜",水果類,"生鮮,去皮及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D0200104,樣品基本資料,"木瓜(11月取樣)：番木瓜,番瓜",水果類,"生鮮,去皮及籽,混合均勻打碎",0.44,0.11,0.0,0.0
D0200201,樣品基本資料,"青木瓜：青番木瓜,青番瓜",水果類,"生鮮,去皮及籽,混合均勻打碎",0.29,0.07,0.0,0.0
D0300101,樣品基本資料,"安石榴：石榴, 榭榴, 謝榴, 樹榴",水果類,"生鮮,安石榴,去皮去子,混合均勻打碎",0.67,0.16,0.0,0.01
D0400101,樣品基本資料,"百香果：時計果,西番果,西番蓮,美里瓜",水果類,"生鮮,去皮,混合均勻打碎",0.66,0.1,0.02,0.02
D0430101,樣品基本資料,"百香果汁：時計果汁,西番果汁,西番蓮汁,美里瓜汁",水果類,"生鮮,取內容物,混合均勻打碎,再去除粗籽",0.73,0.18,0.0,0.0
D0500101,樣品基本資料,"金黃奇異果：彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",水果類,"生鮮,黃肉種,去皮,混合均勻打碎",0.59,0.15,0.0,0.0
D0500201,樣品基本資料,"奇異果：彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",水果類,"生鮮,綠肉種,去皮,混合均勻打碎",0.56,0.14,0.0,0.01
D0600101,樣品基本資料,"紅毛丹：韶子,毛龍眼,毛荔枝",水果類,"生鮮,去皮及子,混合均勻打碎",0.73,0.17,0.0,0.01
D0700101,樣品基本資料,"紅龍果(白肉)：火龍果,仙蜜果",水果類,"生鮮,白肉種,去皮,混合均勻打碎",0.51,0.12,0.0,0.0
D0700201,樣品基本資料,"紅龍果(紅肉)：火龍果,仙蜜果",水果類,"生鮮,紅肉種,去皮,混合均勻打碎",0.5,0.12,0.0,0.01
D08001,樣品平均值,"北蕉平均值：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,數根混合均勻打碎",0.85,0.22,0.0,0.01
D0800101,樣品基本資料,"北蕉(2月取樣)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,混合均勻打碎",0.93,0.24,0.0,0.01
D0800102,樣品基本資料,"北蕉(5月取樣)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,混合均勻打碎",0.92,0.23,0.0,0.01
D0800103,樣品基本資料,"北蕉(9月取樣)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,混合均勻打碎",0.65,0.16,0.0,0.01
D0800104,樣品基本資料,"北蕉(11月取樣)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,混合均勻打碎",0.9,0.23,0.0,0.01
D0800201,樣品基本資料,"北蕉(0天,綠皮)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生,綠皮北蕉,購買當日即去皮,混合均勻打碎",0.9,0.23,0.0,0.01
D0800301,樣品基本資料,"北蕉(1天)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生,綠皮北蕉,帶皮室溫存放1天,去皮,混合均勻打碎",0.87,0.22,0.0,0.01
D0800401,樣品基本資料,"北蕉(3天)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生,黃皮北蕉,帶皮室溫存放3天,去皮,混合均勻打碎",0.84,0.21,0.0,0.01
D0800501,樣品基本資料,"北蕉(7天)：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生,黃皮斑點北蕉,帶皮室溫存放7天,去皮,混合均勻打碎",0.68,0.17,0.0,0.01
D0800601,樣品基本資料,"李林蕉：香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,樹蕉)",水果類,"生鮮,去皮,混合均勻打碎",1.02,0.26,0.0,0.01
D0800701,樣品基本資料,"南華蕉：香蕉,芎蕉,弓蕉,甘蕉(芭蕉)",水果類,"生鮮,去皮,混合均勻打碎",1.24,0.33,0.0,0.01
D0800801,樣品基本資料,"紅皮蕉：香蕉,芎蕉,弓蕉,甘蕉",水果類,"生鮮,去皮,混合均勻打碎",0.98,0.25,0.0,0.01
D0800901,樣品基本資料,"美人蕉：香蕉,芎蕉,弓蕉,甘蕉(蓮蕉,曇華,紅蓮蕉,小芭蕉)",水果類,"生鮮,去皮,混合均勻打碎",1.11,0.29,0.0,0.01
D0801001,樣品基本資料,"蘋果蕉：香蕉,芎蕉,弓蕉,甘蕉",水果類,"去皮,混合均勻打碎",0.93,0.24,0.0,0.01
D0900101,樣品基本資料,"酪梨(綠皮)：牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,"生鮮,綠皮,去皮及籽,混合均勻打碎",0.65,0.07,0.03,0.01
D0900201,樣品基本資料,"酪梨(室溫存放0天)：牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,"生鮮,綠皮,室溫存放0天,去皮及籽,混合均勻打碎",0.8,0.07,0.05,0.01
D0900301,樣品基本資料,"酪梨(室溫存放3天)：牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,"生鮮,綠皮轉紅,室溫存放3天,去皮及籽,混合均勻打碎",0.84,0.06,0.06,0.01
D0900401,樣品基本資料,"酪梨(室溫存放6天)：牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,"生鮮,紅皮,室溫存放6天,去皮及籽,混合均勻打碎",0.92,0.06,0.07,0.01
D1000101,樣品基本資料,"榴槤：榴蓮,流連,山韶子",水果類,"生鮮,去皮去子,混合均勻打碎",1.32,0.29,0.01,0.02
D1100101,樣品基本資料,"突目1號鳳梨：旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔)",水果類,"生鮮,開英種,去皮,混合均勻打碎",0.56,0.14,0.0,0.0
D11002,樣品平均值,"鳳梨平均值(雜交種)：鳳梨,旺來,波羅,黃萊,黃梨,王萊",水果類,"生鮮,雜交種,去皮,切塊混合均勻打碎",0.53,0.13,0.0,0.0
D1100201,樣品基本資料,"甘蔗鳳梨：旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨)",水果類,"生鮮,雜交種,去皮,混合均勻打碎",0.57,0.15,0.0,0.0
D1100202,樣品基本資料,"甜蜜蜜鳳梨：旺來,波羅,黃萊,黃梨,王萊(台農16號)",水果類,"生鮮,雜交種,去皮,混合均勻打碎",0.42,0.1,0.0,0.01
D1100203,樣品基本資料,"金鑽鳳梨：旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨)",水果類,"生鮮,雜交種,去皮,混合均勻打碎",0.5,0.13,0.0,0.0
D1100204,樣品基本資料,"牛奶鳳梨：旺來,波羅,黃萊,黃梨,王萊(台農20號)",水果類,"生鮮,雜交種,去皮,混合均勻打碎",0.6,0.15,0.0,0.0
D1200101,樣品基本資料,"釋迦：番荔枝,釋迦果,佛頭果,番梨",水果類,"生鮮,去皮及子,混合均勻打碎",1.04,0.26,0.0,0.02
D1200201,樣品基本資料,"鳳梨釋迦：旺來釋迦,奇美釋迦,蜜釋迦",水果類,"生鮮,去皮及子,混合均勻打碎",1.02,0.26,0.0,0.01
D1300101,樣品基本資料,"桑葚：桑果,桑葚兒",水果類,"橢圓型果,去蒂頭,混合均勻打碎",0.32,0.07,0.0,0.01
D1330101,樣品基本資料,"桑葚汁：桑果,桑葚兒",水果類,"橢圓型果,混合均勻打碎,再以砂布濾取果汁",0.25,0.05,0.0,0.0
D1400101,樣品基本資料,草莓,水果類,"生鮮,去蒂,混合均勻打碎",0.39,0.09,0.0,0.01
D1500101,樣品基本資料,"土芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,去蒂及籽,混合均勻打碎",0.39,0.1,0.0,0.0
D15002,樣品平均值,"芭樂平均值(白肉)：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,去蒂及籽,切塊混合均勻打碎",0.38,0.09,0.0,0.0
D1500201,樣品基本資料,"牛乳芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,去蒂及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D1500202,樣品基本資料,"世紀芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,橢圓形,去蒂及籽,混合均勻打碎",0.4,0.1,0.0,0.0
D1500203,樣品基本資料,"珍珠芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,梨形,白黃肉,去蒂及籽,混合均勻打碎",0.42,0.1,0.0,0.0
D1500204,樣品基本資料,"泰國芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,圓形,黃綠皮白肉,去蒂及籽,混合均勻打碎",0.38,0.09,0.0,0.0
D1500205,樣品基本資料,"無子芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,圓形,黃綠皮白肉,去蒂及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D1500301,樣品基本資料,"紅心芭樂：番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,"生鮮,梨形,綠皮紅肉,去蒂及籽,混合均勻打碎",0.42,0.1,0.0,0.0
D16001,樣品平均值,"楊桃平均值：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,切塊混合均勻打碎",0.32,0.08,0.0,0.0
D1600101,樣品基本資料,"楊桃(2月取樣)：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,混合均勻打碎",0.29,0.07,0.0,0.0
D1600102,樣品基本資料,"楊桃(4月取樣)：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,混合均勻打碎",0.32,0.08,0.0,0.0
D1600103,樣品基本資料,"楊桃(5月取樣)：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,混合均勻打碎",0.34,0.08,0.0,0.0
D1600104,樣品基本資料,"楊桃(9月取樣)：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D1600105,樣品基本資料,"楊桃(11月取樣)：羊桃,洋桃,陽桃,五稜子,五斂子",水果類,"生鮮,去陵線及籽,混合均勻打碎",0.31,0.08,0.0,0.0
D1700101,樣品基本資料,"美國紅葡萄：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,紅皮,去皮及子,混合均勻打碎",0.69,0.17,0.0,0.0
D1700201,樣品基本資料,"巨峰葡萄：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,黑皮,去皮及子,混合均勻打碎",0.64,0.16,0.0,0.0
D17003,樣品平均值,"綠葡萄平均值：葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,綠皮,去皮及子,數顆混合均勻打碎",0.58,0.15,0.0,0.0
D1700301,樣品基本資料,"美國綠葡萄：蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",水果類,"生鮮,有子種,綠皮,去皮及子,混合均勻打碎",0.64,0.16,0.0,0.0
D1700302,樣品基本資料,"意大利葡萄：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,綠皮,去皮及子,混合均勻打碎",0.52,0.13,0.0,0.0
D1700401,樣品基本資料,"美國紅葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,紅皮,去子,含皮,混合均勻打碎",0.61,0.16,0.0,0.0
D1700501,樣品基本資料,"美國紫葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,紫皮,去子,含皮,混合均勻打碎",0.8,0.21,0.0,0.0
D1700601,樣品基本資料,"美國黑葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,有子種,黑皮,去子,含皮,混合均勻打碎",0.63,0.16,0.0,0.0
D1700701,樣品基本資料,"美國綠葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",水果類,"生鮮,有子種,綠皮,去子,含皮,混合均勻打碎",0.87,0.22,0.0,0.0
D1700801,樣品基本資料,"無子紅葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,無子種,紅皮,含皮,混合均勻打碎",0.72,0.19,0.0,0.0
D1700901,樣品基本資料,"黑美人葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,無子種,黑皮,含皮,混合均勻打碎",0.66,0.17,0.0,0.0
D1701001,樣品基本資料,"金香葡萄(含皮)：蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,"生鮮,無子種,綠皮,含皮,混合均勻打碎",0.6,0.16,0.0,0.0
D18001,樣品平均值,"蓮霧平均值(粉紅色種)：璉霧,輦霧,爪哇蒲桃",水果類,"生鮮,粉紅色種,去蒂及籽,數粒混合均勻打碎",0.35,0.09,0.0,0.0
D1800101,樣品基本資料,紅寶石蓮霧,水果類,"生鮮,粉紅色種,去蒂及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D1800102,樣品基本資料,"黑金剛蓮霧：璉霧,輦霧,爪哇蒲桃",水果類,"生鮮,粉紅色種,去蒂及籽,混合均勻打碎",0.34,0.08,0.0,0.0
D1800103,樣品基本資料,"黑珍珠蓮霧：璉霧,輦霧,爪哇蒲桃",水果類,"生鮮,粉紅色種,去蒂及籽,混合均勻打碎",0.39,0.1,0.0,0.0
D1900101,樣品基本資料,"華寶大西瓜(花蓮)：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉大瓜,長球型,淡綠色皮,去皮及籽,混合均勻打碎",0.33,0.08,0.0,0.0
D19002,樣品平均值,"西瓜平均值(紅肉小瓜)：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉小瓜,去皮及籽,切塊混合均勻打碎",0.33,0.08,0.0,0.0
D1900201,樣品基本資料,"皇宮西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉小瓜,圓球型,淡綠色皮,去皮及籽,混合均勻打碎",0.32,0.08,0.0,0.0
D1900202,樣品基本資料,"紅鈴西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉小瓜,長球型,深綠色,鮮紅肉色,去皮及籽,混合均勻打碎",0.34,0.08,0.0,0.0
D1900203,樣品基本資料,"黑美人西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉小瓜,去皮及籽,混合均勻打碎",0.36,0.09,0.0,0.0
D1900204,樣品基本資料,"鳳光西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,紅肉小瓜,長球型,深淺綠色條紋相間,,鮮紅肉色,去皮及籽,混合均勻打碎",0.27,0.06,0.0,0.0
D1900301,樣品基本資料,"無子西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,無子西瓜,去皮,混合均勻打碎",0.33,0.08,0.0,0.0
D19004,樣品平均值,"西瓜平均值(黃肉小瓜)：水瓜,寒瓜,夏瓜",水果類,"生鮮,黃肉小瓜種,去皮及籽,切塊混合均勻打碎",0.29,0.07,0.0,0.0
D1900401,樣品基本資料,"小玉西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,黃肉小瓜,去皮及籽,混合均勻打碎",0.35,0.08,0.0,0.0
D1900402,樣品基本資料,"金蘭西瓜：水瓜,寒瓜,夏瓜",水果類,"生鮮,黃肉小瓜,圓球型,綠底綠條紋,深黃肉色;去皮及籽,混合均勻打碎",0.24,0.06,0.0,0.0
D1900501,樣品基本資料,"嘉寶瓜：水瓜,寒瓜,夏瓜(嘉寶兵瓜)",水果類,"生鮮,澄肉西瓜,橢圓形,去皮,混合均勻打碎",0.4,0.1,0.0,0.0
D20001,樣品平均值,"甜瓜平均值(光皮洋香瓜)：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,"生鮮,光皮洋香瓜種,去皮及籽,切塊混合均勻打碎",0.3,0.07,0.0,0.0
D2000101,樣品基本資料,"太陽洋香瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,"生鮮,光皮洋香瓜種,橢圓形,黃皮白肉系,去皮及籽,混合均勻打碎",0.32,0.07,0.0,0.01
D2000102,樣品基本資料,"狀元瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,"生鮮,光皮洋香瓜種,橄欖形,黃皮白肉系,去皮及籽,混合均勻打碎",0.27,0.06,0.0,0.0
D2000103,樣品基本資料,"蜜世界洋香瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,"生鮮,光皮洋香瓜種,長球形,白綠皮綠肉系,去皮及籽,混合均勻打碎",0.29,0.07,0.0,0.0
D20002,樣品平均值,"甜瓜平均值(東洋系脆瓜)：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,"生鮮,東洋系脆瓜種,去皮及籽,切塊混合均勻打碎",0.37,0.08,0.0,0.01
D2000201,樣品基本資料,"美濃瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,"生鮮,東洋系脆瓜種,扁圓形,白綠皮肉系,去皮及籽,混合均勻打碎",0.37,0.08,0.0,0.01
D2000202,樣品基本資料,"黃香瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,"生鮮,東洋系脆瓜種,橢圓形,黃皮白肉系,去皮及籽,混合均勻打碎",0.3,0.07,0.0,0.0
D2000203,樣品基本資料,"嘉玉甜瓜：甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,"生鮮,東洋系脆瓜種,扁圓形,白綠皮肉系,去皮及籽,混合均勻打碎",0.43,0.1,0.0,0.01
D2000301,樣品基本資料,新世紀哈密瓜,水果類,"生鮮,哈蜜瓜種,橢圓形,綠皮橙肉系,去皮及籽,混合均勻打碎",0.39,0.1,0.0,0.0
